Commit标题,作者和时间,Commit链接
Fix framework utils test,MiguelazoDS Cazajous-Miguel committed 14 days ago,https://github.com/wazuh/wazuh/commit/256b76cc00988a8a86bd7c9e9762ee91534f5e4f
Exit analysisd on indexer connector error,MiguelazoDS Cazajous-Miguel committed 14 days ago,https://github.com/wazuh/wazuh/commit/c6f9652acbf6e05728e46c93acf4370abce1b608
CL:,MiguelazoDS Cazajous-Miguel committed 14 days ago,https://github.com/wazuh/wazuh/commit/eee13b80160313adc8e1c81e3d69296606767b86
Fixed indexer config UTs,MiguelazoDS Cazajous-Miguel committed 14 days ago,https://github.com/wazuh/wazuh/commit/6ac8a1b639b7e3e7322a8cc3470b997a98c66653
Fixed vulnerability scanner UTs,MiguelazoDS Cazajous-Miguel committed 14 days ago,https://github.com/wazuh/wazuh/commit/1b205e5dfe80d7184c148138c1a2b5884ebb5192
Fix typo,Miguel Parramon committed 7 years ago,https://github.com/vurtun/nuklear/commit/732536937c386c968dea623332dca2b3866a8e5b
Fixed typo,Miguel Lloreda committed 12 years ago,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System/commit/664c0fe005e44dbc748e25e12e8e7b3eeccd17a2
Rename variable,Miguel Angel Cazajous committed 23 days ago,https://github.com/wazuh/wazuh/commit/54fb9d793870570992bf4943d16b20976d9590d6
packages: remove dependencies for kernel 6.6 and 6.12,Mieczyslaw Nalewaj committed 8 days ago,https://github.com/openwrt/openwrt/commit/43c48d09ecaa1c0950906d60a4968060f57594c9
"treewide: drop Linux 6.6 patches, hacks, configs and conditional",Mieczyslaw Nalewaj committed 8 days ago,https://github.com/openwrt/openwrt/commit/8a1ee7577e11991f3de6ecf2cea1d4502d9ea9ce
generic: mtdsplit: include appropriate header for kernel 6.12,Mieczyslaw Nalewaj committed 7 months ago,https://github.com/coolsnowwolf/lede/commit/3b37156941344e04b77a7ee3fb6260db47a42e59
kernel/hwmon-max6697: 6.12: fix missing dependency,Mieczyslaw Nalewaj committed 7 months ago,https://github.com/coolsnowwolf/lede/commit/574f2a63f865855f4497482fd8476b9ab4458efd
kernel/9pnet: 6.12: fix missing dependency,Mieczyslaw Nalewaj committed 7 months ago,https://github.com/coolsnowwolf/lede/commit/1dd997c05ed5cc32ed111654c4da9d2cfa409eaf
Fix compile warning,MicroMilo committed 8 days ago,https://github.com/jarun/nnn/commit/79e3eec68865481709a39df480db01fb1b87d85d
xlib: Add support for x11_xft for antialiases fonts,Michel Pollet committed 7 years ago,https://github.com/vurtun/nuklear/commit/8ddb3e59f6800ae185bc235fa514659ab3198f92
overview.c: Fix an out of bound access,Michel Pollet committed 7 years ago,https://github.com/vurtun/nuklear/commit/e5dee6bf3de1ccaebe243ca4fd5d77b7a2f55a98
fix: use a more generic way to print NUL with awk,Michel DHOOGE committed 1 year ago,https://github.com/jarun/nnn/commit/5b05c8b9b1e6fe5549680465e05aa89f45d265df
manifest: update hal_nordic to have nRF54l errata 55 fixed,Michał Stasiak committed 4 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/3603ce56262dca86b1da48f4d97b0f43ffb0d89a
drivers: watchdog: wdt_nrfx: return expected error,Michał Stasiak committed 4 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/60892a30a7e93088bd44b91c6fcfd7af0ffa7e9b
soc: nordic: nrf_sys_event: handle errors correctly,Michał Stasiak committed 3 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/46e90f93f52685cf4cedb4c1b19f6bfbdb328296
modules: hal_nordic: nrfx: change symbol for pinreset GPIO,Michał Stasiak committed 23 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/316c363f8e17fde8668876dcc3bbefc4769066ce
modules: hal_nordic: nrfx: allow SWD pins as GPIOs,Michał Stasiak committed 23 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/6e5400bd24f1b5146d66a8aa22042c5c2c7e328a
dts: bindings: arm: add binding for Nordic TAMPC,Michał Stasiak committed 23 days ago,https://github.com/zephyrproject-rtos/zephyr/commit/cb7433bc72c07eb34c8261f9e766ea31796a4e41
Enable jumping back in main view (#1138),Michał Kępień committed 4 years ago,https://github.com/jonas/tig/commit/2e31516f34f1228cc16563db4b9093d4425fa7d8
Update README.md  with TornadoVM implemenation,Michalis Papadimitriou committed 1 year ago,https://github.com/karpathy/llama2.c/commit/cf2e76af65b3f91a08f1f50105810af0babcb8dc
"Fix ""missing configuration file"" error during custom build using autotools",Michael committed 3 years ago,https://github.com/shadowsocks/shadowsocks-libev/commit/3bcf258de102bfd1cda4044dd9d4e9a860d55f41
Update sandman_de.ts + Text-German-1031.txt (#5074),Michael committed 29 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/af3250381f0faac4c2a108dc54dd4727a50e5986
Update Win32.c,Michael committed 24 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/876b18add499d0c596388569ec5f1b7d6f48e0a1
Update CHANGELOG.md,Michael committed 24 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/13543af0095791743e489dbbc68ae92ac1f475a9
Update TRANSLATING.md,Michael committed 24 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/1d8488807dfb8a81f9557356d9ef8aa400779ee6
Update sandman_de.ts,Michael committed 24 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/7d099e6e01395c758a809af5ec3126216643669b
Update sandman_de.ts + SbieSettings.ini (#5017),Michael committed 2 months ago,https://github.com/sandboxie-plus/Sandboxie/commit/ec3a00505f769bec5b4571cbf20deeb393b42ac6
Update sandman_de.ts (#5105),Michael committed 17 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/f5e1303adfaa71df8fc5033cc004af68ac1ed51e
Update CHANGELOG.md,Michael committed 13 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/8ee9107174e0f6056f6af19f4e62d53db2036e8e
Update TRANSLATING.md,Michael committed 10 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/6c7bd0ff4f77142e79d0b3d75092bab804235b92
Update sandman_de.ts,Michael committed 10 days ago,https://github.com/sandboxie-plus/Sandboxie/commit/9b1e8799c405683a1ceaee88da77dc4ef7004a2c
Update NtObjectModel.cpp,Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/064e5391c194c56a153b13ffa8b326c7173b61e2
Update SettingsWindow.cpp,Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/0a43c60a74c17ecf120dfb2ef0b7a658979f1db3
Update verify.c,Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/8276e565a7025dbfd43a6a6594b44d251ccdd75f
Update syscall_win32.c,Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/29999df6c5c73a84c284664771da732e61a4b26c
Update process.c,Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/b05785951d32d13fad4a8d26c3cf92f6a4b7b6e7
Update CHANGELOG.md,Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/d13b44f5ca9595b09ce815a92d596e76cb298888
Update sandman_de.ts (#5064),Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/b0a554695c5691fc0a014ae8deba4f781de27058
Update sandman_de.ts (#5045),Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/abeed702b256a3ab9646f675878080b3e0b1d8b9
Update sandman_de.ts (#5041),Michael committed 1 month ago,https://github.com/sandboxie-plus/Sandboxie/commit/5d5545f793e7906e7e20e8abb84e7b2cb644dfbb
"Add ""since PHP 8.1"" to ReflectionXxx::setAccessible() deprecations (#20555)",Michael Voříšek committed 3 days ago,https://github.com/php/php-src/commit/f8c7dc19a47d24c89ed45802a18cdb1358d71e05
Added new primary README.md file.,Michael Vernik committed 1 year ago,https://github.com/nginx/nginx/commit/b1e07409b1071564e8dd8c70436cba5da19a1575
[Core] Fix dimension calculation that would always result in 0 (#428),Michael Tanner committed 6 months ago,https://github.com/nicbarker/clay/commit/149833bdc0c93507297337e644a0bd8be007bed0
Lesson 3 - Exercise 2,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/855c953e74735068326831635a189f468e546f18
Added newline at the end,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/59325faf72cbcbc242d37994cc85161052ed7bf3
Added short README,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/ca1f62fd7a68ad983a7bdcd156d10d3729c9fd41
Lesson 3 - Exercise 1,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/7295dee52cd6878a686f49ed5b9c47fd20b65888
Lesson 02 - Exercise 02,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/aa0fb81307c23958d1503bba5997f8ab5e275b70
Lesson 02 - Exercise 2,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/7d5c7875d398724be4b62009a64c776aad29b782
Solved lession 01 exercise 3 for Raspberry Pi 4B,Michael Szediwy committed 4 years ago,https://github.com/s-matyukevich/raspberry-pi-os/commit/f601eb8b88a97aaaa92be90f7c01272541367fac
Typo: access -> accessed,Michael Slevin committed 12 years ago,https://github.com/SamyPesse/How-to-Make-a-Computer-Operating-System/commit/e5ef8d141b84fdaa067441bfdb52da64dfc1c7f1
Update README.md - Adding F# Port,Michael Shalala committed 2 years ago,https://github.com/karpathy/llama2.c/commit/7ec4f6a1dfef15cc1c1f73050a467f3175c9791a
[Core] Add a userData pointer to Clay_TextElementConfig (#274),Michael Savage committed 9 months ago,https://github.com/nicbarker/clay/commit/8e6640f7a25bf62ed629700fc1169098228edfe4
Add input function for data type pg_dependencies,Michael Paquier committed 9 days ago,https://github.com/postgres/postgres/commit/e1405aa5e3acd55a77838b0b7944198735ffccdf
Add input function for data type pg_ndistinct,Michael Paquier committed 9 days ago,https://github.com/postgres/postgres/commit/44eba8f06e5568be35fa3d112ab781e931fe04ae
Use more palloc_object() and palloc_array() in contrib/,Michael Paquier committed 7 hours ago,https://github.com/postgres/postgres/commit/31d3847a37bec060fb4177b2fc6c0fdfc7a08011
"pg_buffercache: Add pg_buffercache_mark_dirty{,_relation,_all}()",Michael Paquier committed 7 days ago,https://github.com/postgres/postgres/commit/9ccc049dfe655ca9927f7c62559ec32f4d1f94dd
doc: Add missing tags in pg_buffercache page,Michael Paquier committed 7 days ago,https://github.com/postgres/postgres/commit/c75bf57a90e05bf35afa00e66986b9210833bdaf
Add routines for marking buffers dirty efficiently,Michael Paquier committed 7 days ago,https://github.com/postgres/postgres/commit/9660906dbd696146da2c1d8bfdce26b1a2bed1c3
Move WAL sequence code into its own file,Michael Paquier committed 4 days ago,https://github.com/postgres/postgres/commit/a87987cafca683e9076c424f99bae117211a83a4
Switch some date/timestamp functions to use the soft error reporting,Michael Paquier committed 4 days ago,https://github.com/postgres/postgres/commit/d03668ea0566b53522cf2628ab7aa630247640a4
Update some timestamp[tz] functions to use soft-error reporting,Michael Paquier committed 3 days ago,https://github.com/postgres/postgres/commit/713d9a847e6409a2a722aed90975eef6d75dc701
Add commit c2b0e3a0351e to .git-blame-ignore-revs.,Michael Paquier committed 22 days ago,https://github.com/postgres/postgres/commit/e6c9186e68382d2a91e23da9225261a781a667f7
Fix indentation issue,Michael Paquier committed 22 days ago,https://github.com/postgres/postgres/commit/c2b0e3a0351e021dea9b61fe2f759570d3fedb70
Replace off_t by pgoff_t in I/O routines,Michael Paquier committed 22 days ago,https://github.com/postgres/postgres/commit/84fb27511dbeaa0fb0d48249083d71f6cbbd4b98
"Revert ""Drop unnamed portal immediately after execution to completion""",Michael Paquier committed 21 days ago,https://github.com/postgres/postgres/commit/910690415b661186ae44e3b5e538e23eaa48de1b
Rework output format of pg_dependencies,Michael Paquier committed 18 days ago,https://github.com/postgres/postgres/commit/e76defbcf09e22941d8cea462e2deef36d43fa04
Rework output format of pg_ndistinct,Michael Paquier committed 18 days ago,https://github.com/postgres/postgres/commit/1f927cce44983ed59a3c1eccc95ad2946ac13b42
Add test for temporary file removal and WITH HOLD cursor,Michael Paquier committed 18 days ago,https://github.com/postgres/postgres/commit/e7cde9dad285acb579b189e82a57fa7b98f23a11
pg_buffercache: Fix incorrect result cast for relforknumber,Michael Paquier committed 17 days ago,https://github.com/postgres/postgres/commit/694b4ab33b24dfe1f9cc00fbbd5326f0feadee4a
doc: Fix style of description for pg_buffercache_numa.os_page_num,Michael Paquier committed 17 days ago,https://github.com/postgres/postgres/commit/fce13424b9c56abf8693684ab41d8fca864c1e79
Show version of nodes in output of TAP tests,Michael Paquier committed 15 hours ago,https://github.com/postgres/postgres/commit/83f2f8413e8d9687fda7d5881c82b89b8d9d4043
Fix some compiler warnings,Michael Paquier committed 12 hours ago,https://github.com/postgres/postgres/commit/7bc88c3d6f3af3af5330c0e209c8a3c411267d00
pg_buffercache: Remove unused fields from BufferCacheNumaRec,Michael Paquier committed 12 days ago,https://github.com/postgres/postgres/commit/7d9043aee803bf9bf3307ce5f45f3464ea288cb1
Move isolation test index-killtuples to src/test/modules/index/,Michael Paquier committed 11 days ago,https://github.com/postgres/postgres/commit/e429c3cecb4ac55d997acea0f76c5f06d6cb0ab3
pg_buffercache: Add pg_buffercache_os_pages,Michael Paquier committed 11 days ago,https://github.com/postgres/postgres/commit/4b203d499c610160e9867e6add2366780429344c
Improve test output of extended statistics for ndistinct and dependencies,Michael Paquier committed 10 hours ago,https://github.com/postgres/postgres/commit/2f04110225ab30fbd9889d6f5d73fd6b3e1b308b
Rename routines for write/read of pgstats file,Michael Paquier committed 10 days ago,https://github.com/postgres/postgres/commit/ed823da12891232a6542168a0a1b7d2d1c5f3e9a
"Revert ""avformat/rawdec: set framerate in codec parameters""",Michael Niedermayer committed 3 days ago,https://github.com/FFmpeg/FFmpeg/commit/12e7d095b1ac11db7074a2886fc4bd2cd4ef7532
Fix build on DragonFly BSD,Michael Neumann committed 3 months ago,https://github.com/jarun/nnn/commit/1103c72a0c67134e285e7c87c4ffbd3250de6b3f
phnt: Delete/fix invalid Microsoft docs links (#2711),Michael Maltsev committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/3d935379c6ac1f147cc4e3b25bed778f0d140c69
phnt: Fix typedef typos (#2697),Michael Maltsev committed 2 months ago,https://github.com/winsiderss/systeminformer/commit/c402d666e1ff08ba0cfde467711ec5163e10de6d
phnt: Fix SAL annotations (#2732),Michael Maltsev committed 1 month ago,https://github.com/winsiderss/systeminformer/commit/78124af1f54187762af94ebc9aab9a9818a53adf
Fix Darwin build of huf_decompress_amd64.S,Michael Kolupaev committed 7 months ago,https://github.com/facebook/zstd/commit/a480191f9ec3704da1c79e4cccce726f29e4581b
Add unwind information in huf_decompress_amd64.S,Michael Kolupaev committed 7 months ago,https://github.com/facebook/zstd/commit/80cac404c7507e93591ac881e59f96327e8ee88e
Add spdx tags to all source files (#1510),Michael Jones committed 6 months ago,https://github.com/coturn/coturn/commit/9ae1e3b3cb2a13144399872db8b975531a183369
Address various minor clang-tidy warnings (#1513),Michael Jones committed 6 months ago,https://github.com/coturn/coturn/commit/0af0fc3ec28102e41826bb26c3aeec455206825a
Fix the ability to compile coturn using C++ compiler (#1546),Michael Jones committed 6 months ago,https://github.com/coturn/coturn/commit/c37462b33ab5666d908d192bed2fe99412f39db2
Improve const correctness in coturn (#1424),Michael Jones committed 2 months ago,https://github.com/coturn/coturn/commit/98d91a73cf6fa9dd523e8d037459adf31d409fc4
[BREAKING] Remove support for openssl older than 1.1.1 (#1397),Michael Jones committed 11 months ago,https://github.com/coturn/coturn/commit/c9878469fc1f49a9d131290842946054e68498fa
Additional refactoring of ns_turn_allocation.* to address security scanner concerns (#1514),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/af4c44a81818a297485ee2f218735bf00c884b14
"Use bool, instead of int, for the functions in ns_turn_msg.c (#1553)",Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/b523616b1f70311da5cf4fbe82eb9e603ae3c313
Update libtelnet (#1545),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/eee52ad1b91f03e4cfdfe5b341cf9033e8db1b25
"Use calloc where appropriate, avoid memset when normal buffer initialization works (#1550)",Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/958f70d5c2bfc653bc713533ca84ad48156ffa9e
Fix make lint (#1547),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/c4da2a8ea44a4ed71f331b684dfc1e3144918ece
Fix compiler warnings from continuous integration (#1555),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/5fa67a65f580d0505f60de4d5139c87f85387a29
Fix nodejs/glibc problem with old container images. (#1548),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/ba0ea42914eb933d2abadfa287e6261001d30787
Check the result of malloc in send_message_to_redis (#1515),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/c3d235b6e996f6fc1b02a4a4c069d9de32567a78
Check the result of malloc in mongo_set_realm_option_one (#1516),Michael Jones committed 1 year ago,https://github.com/coturn/coturn/commit/0de3bda38339d8163c85d9924cbe75aac6a10aee
